"","Year","City","Sport","Discipline","NOC","Event","Event.gender","Medal"
"1156",1988,"Calgary","Skiing","Alpine Skiing","FRG","downhill","W","Gold"
"1157",1988,"Calgary","Skiing","Alpine Skiing","FRG","giant slalom","W","Silver"
"1158",1988,"Calgary","Skiing","Alpine Skiing","FRG","slalom","M","Silver"
"1159",1988,"Calgary","Skiing","Alpine Skiing","FRG","slalom","W","Bronze"
"1160",1988,"Calgary","Skiing","Nordic Combined","FRG","Team","M","Gold"
"1161",1988,"Calgary","Biathlon","Biathlon","GDR","10km","M","Gold"
"1162",1988,"Calgary","Biathlon","Biathlon","GDR","20km","M","Gold"
"1163",1988,"Calgary","Bobsleigh","Bobsleigh","GDR","four-man","M","Silver"
"1164",1988,"Calgary","Bobsleigh","Bobsleigh","GDR","two-man","M","Bronze"
"1165",1988,"Calgary","Bobsleigh","Bobsleigh","GDR","two-man","M","Silver"
"1166",1988,"Calgary","Luge","Luge","GDR","doubles","X","Gold"
"1167",1988,"Calgary","Luge","Luge","GDR","doubles","X","Silver"
"1168",1988,"Calgary","Luge","Luge","GDR","singles","M","Gold"
"1169",1988,"Calgary","Luge","Luge","GDR","singles","W","Bronze"
"1170",1988,"Calgary","Luge","Luge","GDR","singles","W","Gold"
"1171",1988,"Calgary","Luge","Luge","GDR","singles","W","Silver"
"1172",1988,"Calgary","Skating","Figure skating","GDR","individual","W","Gold"
"1173",1988,"Calgary","Skating","Speed skating","GDR","1000m","M","Silver"
"1174",1988,"Calgary","Skating","Speed skating","GDR","1000m","W","Gold"
"1175",1988,"Calgary","Skating","Speed skating","GDR","1000m","W","Silver"
"1176",1988,"Calgary","Skating","Speed skating","GDR","1500m","M","Gold"
"1177",1988,"Calgary","Skating","Speed skating","GDR","1500m","W","Bronze"
"1178",1988,"Calgary","Skating","Speed skating","GDR","1500m","W","Silver"
"1179",1988,"Calgary","Skating","Speed skating","GDR","3000m","W","Bronze"
"1180",1988,"Calgary","Skating","Speed skating","GDR","3000m","W","Silver"
"1181",1988,"Calgary","Skating","Speed skating","GDR","5000m","W","Bronze"
"1182",1988,"Calgary","Skating","Speed skating","GDR","5000m","W","Silver"
"1183",1988,"Calgary","Skating","Speed skating","GDR","500m","M","Gold"
"1184",1988,"Calgary","Skating","Speed skating","GDR","500m","W","Bronze"
"1185",1988,"Calgary","Skating","Speed skating","GDR","500m","W","Silver"
"1186",1988,"Calgary","Biathlon","Biathlon","ITA","20km","M","Bronze"
"1187",1988,"Calgary","Biathlon","Biathlon","ITA","4x7.5km relay","M","Bronze"
"1188",1988,"Calgary","Skiing","Alpine Skiing","ITA","giant slalom","M","Gold"
"1189",1988,"Calgary","Skiing","Alpine Skiing","ITA","slalom","M","Gold"
"1190",1988,"Calgary","Skiing","Cross Country S","ITA","50km","M","Silver"
"1191",1988,"Calgary","Skating","Speed skating","JPN","500m","M","Bronze"
"1192",1988,"Calgary","Skiing","Alpine Skiing","LIE","slalom","M","Bronze"
"1193",1988,"Calgary","Skating","Speed skating","NED","10000m","M","Bronze"
"1194",1988,"Calgary","Skating","Speed skating","NED","1500m","W","Gold"
"1195",1988,"Calgary","Skating","Speed skating","NED","3000m","W","Gold"
"1196",1988,"Calgary","Skating","Speed skating","NED","5000m","M","Bronze"
"1197",1988,"Calgary","Skating","Speed skating","NED","5000m","M","Silver"
"1198",1988,"Calgary","Skating","Speed skating","NED","5000m","W","Gold"
"1199",1988,"Calgary","Skating","Speed skating","NED","500m","M","Silver"
"1200",1988,"Calgary","Skiing","Cross Country S","NOR","15km","M","Silver"
"1201",1988,"Calgary","Skiing","Cross Country S","NOR","30km mass start","M","Bronze"
"1202",1988,"Calgary","Skiing","Cross Country S","NOR","4x5km relay","W","Silver"
"1203",1988,"Calgary","Skiing","Ski Jumping","NOR","K120 individual (90m)","M","Silver"
"1204",1988,"Calgary","Skiing","Ski Jumping","NOR","K120 team (90m)","M","Bronze"
"1205",1988,"Calgary","Bobsleigh","Bobsleigh","SUI","four-man","M","Gold"
"1206",1988,"Calgary","Skiing","Alpine Skiing","SUI","alpine combined","M","Bronze"
"1207",1988,"Calgary","Skiing","Alpine Skiing","SUI","alpine combined","W","Bronze"
"1208",1988,"Calgary","Skiing","Alpine Skiing","SUI","alpine combined","W","Silver"
"1209",1988,"Calgary","Skiing","Alpine Skiing","SUI","downhill","M","Gold"
"1210",1988,"Calgary","Skiing","Alpine Skiing","SUI","downhill","M","Silver"
"1211",1988,"Calgary","Skiing","Alpine Skiing","SUI","downhill","W","Silver"
"1212",1988,"Calgary","Skiing","Alpine Skiing","SUI","giant slalom","M","Bronze"
"1213",1988,"Calgary","Skiing","Alpine Skiing","SUI","giant slalom","W","Bronze"
"1214",1988,"Calgary","Skiing","Alpine Skiing","SUI","giant slalom","W","Gold"
"1215",1988,"Calgary","Skiing","Alpine Skiing","SUI","slalom","W","Gold"
"1216",1988,"Calgary","Skiing","Alpine Skiing","SUI","super-G","W","Silver"
"1217",1988,"Calgary","Skiing","Cross Country S","SUI","50km","M","Bronze"
"1218",1988,"Calgary","Skiing","Nordic Combined","SUI","individual","M","Gold"
"1219",1988,"Calgary","Skiing","Nordic Combined","SUI","Team","M","Silver"
"1220",1988,"Calgary","Ice Hockey","Ice Hockey","SWE","ice hockey","M","Bronze"
"1221",1988,"Calgary","Skating","Speed skating","SWE","10000m","M","Gold"
"1222",1988,"Calgary","Skating","Speed skating","SWE","5000m","M","Gold"
"1223",1988,"Calgary","Skiing","Alpine Skiing","SWE","super-G","M","Bronze"
"1224",1988,"Calgary","Skiing","Cross Country S","SWE","4x10km relay","M","Gold"
"1225",1988,"Calgary","Skiing","Cross Country S","SWE","50km","M","Gold"
"1226",1988,"Calgary","Skiing","Cross Country S","TCH","4x10km relay","M","Bronze"
"1227",1988,"Calgary","Skiing","Ski Jumping","TCH","K90 individual (70m)","M","Bronze"
"1228",1988,"Calgary","Skiing","Ski Jumping","TCH","K90 individual (70m)","M","Silver"
"1229",1988,"Calgary","Biathlon","Biathlon","URS","10km","M","Bronze"
"1230",1988,"Calgary","Biathlon","Biathlon","URS","10km","M","Silver"
"1231",1988,"Calgary","Biathlon","Biathlon","URS","20km","M","Silver"
"1232",1988,"Calgary","Biathlon","Biathlon","URS","4x7.5km relay","M","Gold"
"1233",1988,"Calgary","Bobsleigh","Bobsleigh","URS","four-man","M","Bronze"
"1234",1988,"Calgary","Bobsleigh","Bobsleigh","URS","two-man","M","Gold"
"1235",1988,"Calgary","Ice Hockey","Ice Hockey","URS","ice hockey","M","Gold"
"1236",1988,"Calgary","Luge","Luge","URS","singles","M","Bronze"
"1237",1988,"Calgary","Skating","Figure skating","URS","ice dancing","X","Gold"
"1238",1988,"Calgary","Skating","Figure skating","URS","ice dancing","X","Silver"
"1239",1988,"Calgary","Skating","Figure skating","URS","individual","M","Bronze"
"1240",1988,"Calgary","Skating","Figure skating","URS","pairs","X","Gold"
"1241",1988,"Calgary","Skating","Figure skating","URS","pairs","X","Silver"
"1242",1988,"Calgary","Skating","Speed skating","URS","1000m","M","Bronze"
"1243",1988,"Calgary","Skating","Speed skating","URS","1000m","M","Gold"
"1244",1988,"Calgary","Skiing","Cross Country S","URS","10km","W","Gold"
"1245",1988,"Calgary","Skiing","Cross Country S","URS","10km","W","Silver"
"1246",1988,"Calgary","Skiing","Cross Country S","URS","15km","M","Bronze"
"1247",1988,"Calgary","Skiing","Cross Country S","URS","15km","M","Gold"
"1248",1988,"Calgary","Skiing","Cross Country S","URS","20km","W","Bronze"
"1249",1988,"Calgary","Skiing","Cross Country S","URS","20km","W","Gold"
"1250",1988,"Calgary","Skiing","Cross Country S","URS","20km","W","Silver"
"1251",1988,"Calgary","Skiing","Cross Country S","URS","30km mass start","M","Gold"
"1252",1988,"Calgary","Skiing","Cross Country S","URS","30km mass start","M","Silver"
"1253",1988,"Calgary","Skiing","Cross Country S","URS","4x10km relay","M","Silver"
"1254",1988,"Calgary","Skiing","Cross Country S","URS","4x5km relay","W","Gold"
"1255",1988,"Calgary","Skiing","Cross Country S","URS","5km","W","Bronze"
"1256",1988,"Calgary","Skiing","Cross Country S","URS","5km","W","Silver"
"1257",1988,"Calgary","Skiing","Nordic Combined","URS","individual","M","Bronze"
"1258",1988,"Calgary","Skating","Figure skating","USA","individual","M","Gold"
"1259",1988,"Calgary","Skating","Figure skating","USA","individual","W","Bronze"
"1260",1988,"Calgary","Skating","Figure skating","USA","pairs","X","Bronze"
"1261",1988,"Calgary","Skating","Speed skating","USA","1000m","W","Bronze"
"1262",1988,"Calgary","Skating","Speed skating","USA","1500m","M","Silver"
"1263",1988,"Calgary","Skating","Speed skating","USA","500m","W","Gold"
"1264",1988,"Calgary","Skiing","Alpine Skiing","YUG","slalom","W","Silver"
"1265",1988,"Calgary","Skiing","Ski Jumping","YUG","K120 individual (90m)","M","Bronze"
"1266",1988,"Calgary","Skiing","Ski Jumping","YUG","K120 team (90m)","M","Silver"
"1267",1992,"Albertville","Bobsleigh","Bobsleigh","AUT","four-man","M","Gold"
"1268",1992,"Albertville","Luge","Luge","AUT","singles","M","Bronze"
"1269",1992,"Albertville","Luge","Luge","AUT","singles","M","Silver"
"1270",1992,"Albertville","Luge","Luge","AUT","singles","W","Gold"
"1271",1992,"Albertville","Luge","Luge","AUT","singles","W","Silver"
"1272",1992,"Albertville","Skating","Speed skating","AUT","3000m","W","Bronze"
"1273",1992,"Albertville","Skiing","Alpine Skiing","AUT","alpine combined","W","Gold"
"1274",1992,"Albertville","Skiing","Alpine Skiing","AUT","alpine combined","W","Silver"
"1275",1992,"Albertville","Skiing","Alpine Skiing","AUT","downhill","M","Bronze"
"1276",1992,"Albertville","Skiing","Alpine Skiing","AUT","downhill","M","Gold"
"1277",1992,"Albertville","Skiing","Alpine Skiing","AUT","downhill","W","Bronze"
"1278",1992,"Albertville","Skiing","Alpine Skiing","AUT","giant slalom","W","Silver"
"1279",1992,"Albertville","Skiing","Alpine Skiing","AUT","slalom","M","Bronze"
"1280",1992,"Albertville","Skiing","Alpine Skiing","AUT","slalom","W","Gold"
"1281",1992,"Albertville","Skiing","Nordic Combined","AUT","individual","M","Bronze"
"1282",1992,"Albertville","Skiing","Nordic Combined","AUT","Team","M","Bronze"
"1283",1992,"Albertville","Skiing","Ski Jumping","AUT","K120 individual (90m)","M","Bronze"
"1284",1992,"Albertville","Skiing","Ski Jumping","AUT","K120 individual (90m)","M","Silver"
"1285",1992,"Albertville","Skiing","Ski Jumping","AUT","K120 team (90m)","M","Silver"
"1286",1992,"Albertville","Skiing","Ski Jumping","AUT","K90 individual (70m)","M","Gold"
"1287",1992,"Albertville","Skiing","Ski Jumping","AUT","K90 individual (70m)","M","Silver"
"1288",1992,"Albertville","Biathlon","Biathlon","CAN","15km","W","Bronze"
"1289",1992,"Albertville","Ice Hockey","Ice Hockey","CAN","ice hockey","M","Silver"
"1290",1992,"Albertville","Skating","Figure skating","CAN","pairs","X","Bronze"
"1291",1992,"Albertville","Skating","Short Track S.","CAN","1000m","M","Silver"
"1292",1992,"Albertville","Skating","Short Track S.","CAN","3000m relay","W","Gold"
"1293",1992,"Albertville","Skating","Short Track S.","CAN","5000m relay","M","Silver"
"1294",1992,"Albertville","Skiing","Alpine Skiing","CAN","downhill","W","Gold"
"1295",1992,"Albertville","Skating","Short Track S.","CHN","500m","W","Silver"
"1296",1992,"Albertville","Skating","Speed skating","CHN","1000m","W","Silver"
"1297",1992,"Albertville","Skating","Speed skating","CHN","500m","W","Silver"
"1298",1992,"Albertville","Skiing","Alpine Skiing","ESP","slalom","W","Bronze"
"1299",1992,"Albertville","Biathlon","Biathlon","EUN","15km","W","Silver"
"1300",1992,"Albertville","Biathlon","Biathlon","EUN","20km","M","Gold"
"1301",1992,"Albertville","Biathlon","Biathlon","EUN","3x7.5km relay","W","Bronze"
"1302",1992,"Albertville","Biathlon","Biathlon","EUN","4x7.5km relay","M","Silver"
"1303",1992,"Albertville","Biathlon","Biathlon","EUN","7.5km","W","Bronze"
"1304",1992,"Albertville","Biathlon","Biathlon","EUN","7.5km","W","Gold"
"1305",1992,"Albertville","Ice Hockey","Ice Hockey","EUN","ice hockey","M","Gold"
"1306",1992,"Albertville","Skating","Figure skating","EUN","ice dancing","X","Bronze"
"1307",1992,"Albertville","Skating","Figure skating","EUN","ice dancing","X","Gold"
"1308",1992,"Albertville","Skating","Figure skating","EUN","individual","M","Gold"
"1309",1992,"Albertville","Skating","Figure skating","EUN","pairs","X","Gold"
"1310",1992,"Albertville","Skating","Figure skating","EUN","pairs","X","Silver"
"1311",1992,"Albertville","Skating","Short Track S.","EUN","3000m relay","W","Bronze"
"1312",1992,"Albertville","Skiing","Cross Country S","EUN","15km mass start","W","Bronze"
"1313",1992,"Albertville","Skiing","Cross Country S","EUN","15km mass start","W","Gold"
"1314",1992,"Albertville","Skiing","Cross Country S","EUN","30km","W","Bronze"
"1315",1992,"Albertville","Skiing","Cross Country S","EUN","30km","W","Silver"
"1316",1992,"Albertville","Skiing","Cross Country S","EUN","4x5km relay","W","Gold"
"1317",1992,"Albertville","Skiing","Cross Country S","EUN","5km","W","Bronze"
"1318",1992,"Albertville","Skiing","Cross Country S","EUN","5km","W","Silver"
"1319",1992,"Albertville","Skiing","Cross Country S","EUN","Combined 5km + 10km pursuit","W","Bronze"
"1320",1992,"Albertville","Skiing","Cross Country S","EUN","Combined 5km + 10km pursuit","W","Gold"
"1321",1992,"Albertville","Skiing","Freestyle Ski.","EUN","moguls","W","Silver"
"1322",1992,"Albertville","Biathlon","Biathlon","FIN","10km","M","Bronze"
"1323",1992,"Albertville","Skiing","Cross Country S","FIN","15km mass start","W","Silver"
"1324",1992,"Albertville","Skiing","Cross Country S","FIN","4x10km relay","M","Bronze"
"1325",1992,"Albertville","Skiing","Cross Country S","FIN","5km","W","Gold"
"1326",1992,"Albertville","Skiing","Ski Jumping","FIN","K120 individual (90m)","M","Gold"
"1327",1992,"Albertville","Skiing","Ski Jumping","FIN","K120 team (90m)","M","Gold"
"1328",1992,"Albertville","Skiing","Ski Jumping","FIN","K90 individual (70m)","M","Bronze"
"1329",1992,"Albertville","Biathlon","Biathlon","FRA","3x7.5km relay","W","Gold"
"1330",1992,"Albertville","Skating","Figure skating","FRA","ice dancing","X","Silver"
"1331",1992,"Albertville","Skiing","Alpine Skiing","FRA","alpine combined","W","Bronze"
"1332",1992,"Albertville","Skiing","Alpine Skiing","FRA","downhill","M","Silver"
"1333",1992,"Albertville","Skiing","Alpine Skiing","FRA","super-G","W","Silver"
"1334",1992,"Albertville","Skiing","Freestyle Ski.","FRA","moguls","M","Gold"
"1335",1992,"Albertville","Skiing","Freestyle Ski.","FRA","moguls","M","Silver"
"1336",1992,"Albertville","Skiing","Nordic Combined","FRA","individual","M","Gold"
"1337",1992,"Albertville","Skiing","Nordic Combined","FRA","individual","M","Silver"
"1338",1992,"Albertville","Biathlon","Biathlon","GER","10km","M","Gold"
"1339",1992,"Albertville","Biathlon","Biathlon","GER","10km","M","Silver"
"1340",1992,"Albertville","Biathlon","Biathlon","GER","15km","W","Gold"
"1341",1992,"Albertville","Biathlon","Biathlon","GER","20km","M","Silver"
"1342",1992,"Albertville","Biathlon","Biathlon","GER","3x7.5km relay","W","Silver"
"1343",1992,"Albertville","Biathlon","Biathlon","GER","4x7.5km relay","M","Gold"
"1344",1992,"Albertville","Biathlon","Biathlon","GER","7.5km","W","Silver"
"1345",1992,"Albertville","Bobsleigh","Bobsleigh","GER","four-man","M","Silver"
"1346",1992,"Albertville","Bobsleigh","Bobsleigh","GER","two-man","M","Bronze"
"1347",1992,"Albertville","Bobsleigh","Bobsleigh","GER","two-man","M","Silver"
"1348",1992,"Albertville","Luge","Luge","GER","doubles","X","Gold"
"1349",1992,"Albertville","Luge","Luge","GER","doubles","X","Silver"
"1350",1992,"Albertville","Luge","Luge","GER","singles","M","Gold"
"1351",1992,"Albertville","Luge","Luge","GER","singles","W","Bronze"
"1352",1992,"Albertville","Skating","Speed skating","GER","1000m","M","Gold"
"1353",1992,"Albertville","Skating","Speed skating","GER","1000m","W","Bronze"
"1354",1992,"Albertville","Skating","Speed skating","GER","1500m","W","Gold"
"1355",1992,"Albertville","Skating","Speed skating","GER","1500m","W","Silver"
"1356",1992,"Albertville","Skating","Speed skating","GER","3000m","W","Gold"
"1357",1992,"Albertville","Skating","Speed skating","GER","3000m","W","Silver"
"1358",1992,"Albertville","Skating","Speed skating","GER","5000m","W","Bronze"
"1359",1992,"Albertville","Skating","Speed skating","GER","5000m","W","Gold"
"1360",1992,"Albertville","Skating","Speed skating","GER","5000m","W","Silver"
"1361",1992,"Albertville","Skating","Speed skating","GER","500m","M","Gold"
"1362",1992,"Albertville","Skating","Speed skating","GER","500m","W","Bronze"
"1363",1992,"Albertville","Skiing","Alpine Skiing","GER","super-G","W","Bronze"
"1364",1992,"Albertville","Luge","Luge","ITA","doubles","X","Bronze"
"1365",1992,"Albertville","Skiing","Alpine Skiing","ITA","alpine combined","M","Gold"
"1366",1992,"Albertville","Skiing","Alpine Skiing","ITA","alpine combined","M","Silver"
"1367",1992,"Albertville","Skiing","Alpine Skiing","ITA","giant slalom","M","Gold"
"1368",1992,"Albertville","Skiing","Alpine Skiing","ITA","slalom","M","Silver"
"1369",1992,"Albertville","Skiing","Alpine Skiing","ITA","super-G","W","Gold"
"1370",1992,"Albertville","Skiing","Cross Country S","ITA","10km pursuit","M","Silver"
"1371",1992,"Albertville","Skiing","Cross Country S","ITA","30km","W","Gold"
"1372",1992,"Albertville","Skiing","Cross Country S","ITA","4x10km relay","M","Silver"
"1373",1992,"Albertville","Skiing","Cross Country S","ITA","4x5km relay","W","Bronze"
"1374",1992,"Albertville","Skiing","Cross Country S","ITA","50km","M","Bronze"
"1375",1992,"Albertville","Skiing","Cross Country S","ITA","50km","M","Silver"
"1376",1992,"Albertville","Skiing","Cross Country S","ITA","Combined 10km + 15km pursuit","M","Bronze"
"1377",1992,"Albertville","Skiing","Cross Country S","ITA","Combined 5km + 10km pursuit","W","Silver"
"1378",1992,"Albertville","Skating","Figure skating","JPN","individual","W","Silver"
"1379",1992,"Albertville","Skating","Short Track S.","JPN","5000m relay","M","Bronze"
"1380",1992,"Albertville","Skating","Speed skating","JPN","1000m","M","Bronze"
"1381",1992,"Albertville","Skating","Speed skating","JPN","1500m","W","Bronze"
"1382",1992,"Albertville","Skating","Speed skating","JPN","500m","M","Bronze"
"1383",1992,"Albertville","Skating","Speed skating","JPN","500m","M","Silver"
"1384",1992,"Albertville","Skiing","Nordic Combined","JPN","Team","M","Gold"
"1385",1992,"Albertville","Skating","Short Track S.","KOR","1000m","M","Bronze"
"1386",1992,"Albertville","Skating","Short Track S.","KOR","1000m","M","Gold"
"1387",1992,"Albertville","Skating","Short Track S.","KOR","5000m relay","M","Gold"
"1388",1992,"Albertville","Skating","Speed skating","KOR","1000m","M","Silver"
"1389",1992,"Albertville","Skiing","Alpine Skiing","LUX","giant slalom","M","Silver"
"1390",1992,"Albertville","Skiing","Alpine Skiing","LUX","super-G","M","Silver"
"1391",1992,"Albertville","Skating","Speed skating","NED","10000m","M","Gold"
"1392",1992,"Albertville","Skating","Speed skating","NED","1500m","M","Bronze"
"1393",1992,"Albertville","Skating","Speed skating","NED","5000m","M","Bronze"
"1394",1992,"Albertville","Skating","Speed skating","NED","5000m","M","Silver"
"1395",1992,"Albertville","Skating","Speed skating","NOR","10000m","M","Bronze"
"1396",1992,"Albertville","Skating","Speed skating","NOR","10000m","M","Silver"
"1397",1992,"Albertville","Skating","Speed skating","NOR","1500m","M","Gold"
"1398",1992,"Albertville","Skating","Speed skating","NOR","1500m","M","Silver"
"1399",1992,"Albertville","Skating","Speed skating","NOR","5000m","M","Gold"
"1400",1992,"Albertville","Skiing","Alpine Skiing","NOR","giant slalom","M","Bronze"
"1401",1992,"Albertville","Skiing","Alpine Skiing","NOR","slalom","M","Gold"
"1402",1992,"Albertville","Skiing","Alpine Skiing","NOR","super-G","M","Bronze"
"1403",1992,"Albertville","Skiing","Alpine Skiing","NOR","super-G","M","Gold"
"1404",1992,"Albertville","Skiing","Cross Country S","NOR","10km pursuit","M","Gold"
"1405",1992,"Albertville","Skiing","Cross Country S","NOR","30km mass start","M","Bronze"
"1406",1992,"Albertville","Skiing","Cross Country S","NOR","30km mass start","M","Gold"
"1407",1992,"Albertville","Skiing","Cross Country S","NOR","30km mass start","M","Silver"
"1408",1992,"Albertville","Skiing","Cross Country S","NOR","4x10km relay","M","Gold"
"1409",1992,"Albertville","Skiing","Cross Country S","NOR","4x5km relay","W","Silver"
"1410",1992,"Albertville","Skiing","Cross Country S","NOR","50km","M","Gold"
"1411",1992,"Albertville","Skiing","Cross Country S","NOR","Combined 10km + 15km pursuit","M","Gold"
"1412",1992,"Albertville","Skiing","Cross Country S","NOR","Combined 10km + 15km pursuit","M","Silver"
"1413",1992,"Albertville","Skiing","Freestyle Ski.","NOR","moguls","W","Bronze"
"1414",1992,"Albertville","Skiing","Nordic Combined","NOR","Team","M","Silver"
"1415",1992,"Albertville","Skiing","Alpine Skiing","NZL","slalom","W","Silver"
"1416",1992,"Albertville","Skating","Short Track S.","PRK","500m","W","Bronze"
"1417",1992,"Albertville","Bobsleigh","Bobsleigh","SUI","four-man","M","Bronze"
"1418",1992,"Albertville","Bobsleigh","Bobsleigh","SUI","two-man","M","Gold"
"1419",1992,"Albertville","Skiing","Alpine Skiing","SUI","alpine combined","M","Bronze"
"1420",1992,"Albertville","Biathlon","Biathlon","SWE","20km","M","Bronze"
"1421",1992,"Albertville","Biathlon","Biathlon","SWE","4x7.5km relay","M","Bronze"
"1422",1992,"Albertville","Skiing","Alpine Skiing","SWE","giant slalom","W","Gold"
"1423",1992,"Albertville","Skiing","Cross Country S","SWE","10km pursuit","M","Bronze"
"1424",1992,"Albertville","Ice Hockey","Ice Hockey","TCH","ice hockey","M","Bronze"
"1425",1992,"Albertville","Skating","Figure skating","TCH","individual","M","Bronze"
"1426",1992,"Albertville","Skiing","Ski Jumping","TCH","K120 team (90m)","M","Bronze"
"1427",1992,"Albertville","Skating","Figure skating","USA","individual","M","Silver"
"1428",1992,"Albertville","Skating","Figure skating","USA","individual","W","Bronze"
"1429",1992,"Albertville","Skating","Figure skating","USA","individual","W","Gold"
"1430",1992,"Albertville","Skating","Short Track S.","USA","3000m relay","W","Silver"
"1431",1992,"Albertville","Skating","Short Track S.","USA","500m","W","Gold"
"1432",1992,"Albertville","Skating","Speed skating","USA","1000m","W","Gold"
"1433",1992,"Albertville","Skating","Speed skating","USA","500m","W","Gold"
"1434",1992,"Albertville","Skiing","Alpine Skiing","USA","downhill","W","Silver"
"1435",1992,"Albertville","Skiing","Alpine Skiing","USA","giant slalom","W","Silver"
"1436",1992,"Albertville","Skiing","Freestyle Ski.","USA","moguls","M","Bronze"
"1437",1992,"Albertville","Skiing","Freestyle Ski.","USA","moguls","W","Gold"
"1438",1994,"Lillehammer","Skating","Short Track S.","AUS","5000m relay","M","Bronze"
"1439",1994,"Lillehammer","Luge","Luge","AUT","singles","M","Silver"
"1440",1994,"Lillehammer","Luge","Luge","AUT","singles","W","Bronze"
"1441",1994,"Lillehammer","Skating","Speed skating","AUT","1500m","W","Gold"
"1442",1994,"Lillehammer","Skating","Speed skating","AUT","3000m","W","Silver"
"1443",1994,"Lillehammer","Skiing","Alpine Skiing","AUT","giant slalom","M","Bronze"
"1444",1994,"Lillehammer","Skiing","Alpine Skiing","AUT","slalom","M","Gold"
"1445",1994,"Lillehammer","Skiing","Alpine Skiing","AUT","slalom","W","Silver"
"1446",1994,"Lillehammer","Skiing","Ski Jumping","AUT","K120 individual (90m)","M","Bronze"
"1447",1994,"Lillehammer","Skiing","Ski Jumping","AUT","K120 team (90m)","M","Bronze"
"1448",1994,"Lillehammer","Biathlon","Biathlon","BLR","7.5km","W","Silver"
"1449",1994,"Lillehammer","Skating","Speed skating","BLR","1000m","M","Silver"
"1450",1994,"Lillehammer","Biathlon","Biathlon","CAN","15km","W","Gold"
"1451",1994,"Lillehammer","Biathlon","Biathlon","CAN","7.5km","W","Gold"
"1452",1994,"Lillehammer","Ice Hockey","Ice Hockey","CAN","ice hockey","M","Silver"
"1453",1994,"Lillehammer","Skating","Figure skating","CAN","individual","M","Silver"
"1454",1994,"Lillehammer","Skating","Figure skating","CAN","pairs","X","Bronze"
"1455",1994,"Lillehammer","Skating","Short Track S.","CAN","1000m","M","Bronze"
"1456",1994,"Lillehammer","Skating","Short Track S.","CAN","1000m","W","Silver"
"1457",1994,"Lillehammer","Skating","Short Track S.","CAN","3000m relay","W","Silver"
"1458",1994,"Lillehammer","Skating","Speed skating","CAN","500m","W","Silver"
"1459",1994,"Lillehammer","Skiing","Alpine Skiing","CAN","downhill","M","Bronze"
"1460",1994,"Lillehammer","Skiing","Freestyle Ski.","CAN","aerials","M","Bronze"
"1461",1994,"Lillehammer","Skiing","Freestyle Ski.","CAN","aerials","M","Silver"
"1462",1994,"Lillehammer","Skiing","Freestyle Ski.","CAN","moguls","M","Gold"
"1463",1994,"Lillehammer","Skating","Figure skating","CHN","individual","W","Bronze"
"1464",1994,"Lillehammer","Skating","Short Track S.","CHN","500m","W","Silver"
"1465",1994,"Lillehammer","Skating","Speed skating","CHN","1000m","W","Bronze"
"1466",1994,"Lillehammer","Ice Hockey","Ice Hockey","FIN","ice hockey","M","Bronze"
"1467",1994,"Lillehammer","Skiing","Cross Country S","FIN","30km","W","Bronze"
"1468",1994,"Lillehammer","Skiing","Cross Country S","FIN","30km mass start","M","Bronze"
"1469",1994,"Lillehammer","Skiing","Cross Country S","FIN","4x10km relay","M","Bronze"
"1470",1994,"Lillehammer","Skiing","Cross Country S","FIN","50km","M","Silver"
"1471",1994,"Lillehammer","Skiing","Cross Country S","FIN","5km","W","Bronze"
"1472",1994,"Lillehammer","Biathlon","Biathlon","FRA","15km","W","Silver"
"1473",1994,"Lillehammer","Biathlon","Biathlon","FRA","4x7.5km relay","M","Bronze"
"1474",1994,"Lillehammer","Biathlon","Biathlon","FRA","4x7.5km relay","W","Bronze"
"1475",1994,"Lillehammer","Skating","Figure skating","FRA","individual","M","Bronze"
"1476",1994,"Lillehammer","Skiing","Freestyle Ski.","FRA","moguls","M","Bronze"
"1477",1994,"Lillehammer","Skating","Figure skating","GBR","ice dancing","X","Bronze"
"1478",1994,"Lillehammer","Skating","Short Track S.","GBR","500m","M","Bronze"
"1479",1994,"Lillehammer","Biathlon","Biathlon","GER","10km","M","Silver"
"1480",1994,"Lillehammer","Biathlon","Biathlon","GER","15km","W","Bronze"
"1481",1994,"Lillehammer","Biathlon","Biathlon","GER","20km","M","Bronze"
"1482",1994,"Lillehammer","Biathlon","Biathlon","GER","20km","M","Silver"
"1483",1994,"Lillehammer","Biathlon","Biathlon","GER","4x7.5km relay","M","Gold"
"1484",1994,"Lillehammer","Biathlon","Biathlon","GER","4x7.5km relay","W","Silver"
"1485",1994,"Lillehammer","Bobsleigh","Bobsleigh","GER","four-man","M","Bronze"
"1486",1994,"Lillehammer","Bobsleigh","Bobsleigh","GER","four-man","M","Gold"
"1487",1994,"Lillehammer","Luge","Luge","GER","doubles","X","Bronze"
"1488",1994,"Lillehammer","Luge","Luge","GER","singles","M","Gold"
"1489",1994,"Lillehammer","Luge","Luge","GER","singles","W","Silver"
"1490",1994,"Lillehammer","Skating","Speed skating","GER","1000m","W","Silver"
"1491",1994,"Lillehammer","Skating","Speed skating","GER","1500m","W","Bronze"
"1492",1994,"Lillehammer","Skating","Speed skating","GER","3000m","W","Bronze"
"1493",1994,"Lillehammer","Skating","Speed skating","GER","5000m","W","Gold"
"1494",1994,"Lillehammer","Skating","Speed skating","GER","5000m","W","Silver"
